"human_name","human_ID","mouse_ID","drosophila_ID","baboon_ID","rat_ID","zebrafish_ID","anopheles_ID","aedes_ID","cflo_ID"
"metabotropic glutamate receptor 3 isoform 1 precursor","GRM3","ENSMUSG00000041870","FBgn0034418","ENSPANG00000002793","ENSRNOG00000030736","ENSDARG00000090941","AGAP008045",NA,"LOC105254229"
NA,"SEMA3D","ENSMUSG00000029550","FBgn0039381","ENSPANG00000010233","ENSRNOG00000052555","ENSDARG00000076930","AGAP008977",NA,NA
NA,"SEMA3D","ENSMUSG00000029545","FBgn0038742","ENSPANG00000010233","ENSRNOG00000033045","ENSDARG00000090591",NA,"AAEL012583",NA
NA,"SEMA3A","ENSMUSG00000046562","FBgn0025549","ENSPANG00000010233","ENSRNOG00000010386","ENSDARG00000091446",NA,"AAEL003800",NA
NA,"SEMA3A","ENSMUSG00000048578","FBgn0032916","ENSPANG00000010233","ENSRNOG00000022146","ENSDARG00000089823","AGAP010292","AAEL008114",NA
NA,"PCLO","ENSMUSG00000029544","FBgn0050378","ENSPANG00000010233","ENSRNOG00000052845","ENSDARG00000091011","AGAP008846","AAEL001125",NA
NA,"SEMA3C","ENSMUSG00000060152","FBgn0036696","ENSPANG00000010233","ENSRNOG00000051758","ENSDARG00000087472","AGAP002317","AAEL013497",NA
NA,"SEMA3C","ENSMUSG00000041740","FBgn0035232","ENSPANG00000010233","ENSRNOG00000060492","ENSDARG00000089044","AGAP002318","AAEL001706",NA
"guanine nucleotide-binding protein G(i) subunit alpha-1 isoform 1","GNAI1","ENSMUSG00000041733","FBgn0030460","ENSPANG00000009799","ENSRNOG00000059748","ENSDARG00000089684","AGAP002317","AAEL002266","LOC105250004"
"putative homeodomain transcription factor 2 isoform 1, putative homeodomain transcription factor 2 isoform 2, putative homeodomain transcription factor 2 isoform 10, putative homeodomain transcription factor 2 isoform X1","PHTF2","ENSMUSG00000009013","FBgn0026141","ENSPANG00000009799","ENSRNOG00000052594","ENSDARG00000070285","AGAP002318","AAEL004037","LOC105259075"
NA,"GSAP","ENSMUSG00000009013","FBgn0011760","ENSPANG00000009799","ENSRNOG00000048317","ENSDARG00000087236","AGAP002317","AAEL011776",NA
NA,"FAM185A","ENSMUSG00000029535","FBgn0050108","ENSPANG00000009799","ENSRNOG00000030736","ENSDARG00000061547","AGAP002318",NA,NA
"mitochondrial-processing peptidase subunit beta precursor, mitochondrial-processing peptidase subunit beta isoform X1, mitochondrial-processing peptidase subunit beta isoform X2","PMPCB","ENSMUSG00000029535","FBgn0050109","ENSPANG00000009799","ENSRNOG00000052555","ENSDARG00000105352","AGAP002317",NA,"LOC105253648"
"dnaJ homolog subfamily C member 2 isoform 3, dnaJ homolog subfamily C member 2 isoform 1","DNAJC2","ENSMUSG00000041697","FBgn0034877","ENSPANG00000009799","ENSRNOG00000033045","ENSDARG00000101249","AGAP002318","AAEL005662","LOC105255350"
"26S proteasome regulatory subunit 7 isoform 1","PSMC2","ENSMUSG00000029524","FBgn0029783","ENSPANG00000009799","ENSRNOG00000010386","ENSDARG00000099920","AGAP002317","AAEL000703","LOC105255490"
"prestin isoform a, prestin isoform X1, prestin isoform b","SLC26A5","ENSMUSG00000067274","FBgn0000100","ENSPANG00000010545","ENSRNOG00000022146","ENSDARG00000086614","AGAP002318","AAEL007874","LOC105250247, LOC105253338"
"origin recognition complex subunit 5 isoform 1","ORC5","ENSMUSG00000041638","FBgn0039959","ENSPANG00000000733","ENSRNOG00000052845","ENSDARG00000105353","AGAP002317","AAEL000692","LOC105253159"
"LHFPL tetraspan subfamily member 3 protein, LHFPL tetraspan subfamily member 3 protein isoform X1","LHFPL3","ENSMUSG00000029518","FBgn0031090","ENSPANG00000006709","ENSRNOG00000051758","ENSDARG00000105382","AGAP002318",NA,"LOC105259319"
NA,"SRPK2","ENSMUSG00000041609","FBgn0052137",NA,"ENSRNOG00000060492","ENSDARG00000105318","AGAP002317","AAEL001251",NA
NA,"SRPK2","ENSMUSG00000029516","FBgn0002466","ENSPANG00000005006","ENSRNOG00000059748","ENSDARG00000105376","AGAP002318","AAEL007883",NA
"pseudouridylate synthase 7 homolog isoform a, pseudouridylate synthase 7 homolog isoform b, pseudouridylate synthase 7 homolog isoform X1","PUS7","ENSMUSG00000029513","FBgn0260972","ENSPANG00000019498","ENSRNOG00000052594","ENSDARG00000105482","AGAP002317","AAEL001422","LOC105255125"
"RAD50-interacting protein 1 isoform 2, RAD50-interacting protein 1 isoform 1, RAD50-interacting protein 1 isoform X1","RINT1","ENSMUSG00000066900","FBgn0031036","ENSPANG00000010073","ENSRNOG00000048317","ENSDARG00000105355","AGAP002318",NA,"LOC105249092"
"mitochondrial import receptor subunit TOM7 homolog","TOMM7","ENSMUSG00000032959","FBgn0037432","ENSPANG00000010073","ENSRNOG00000030736","ENSDARG00000105409","AGAP002317","AAEL014248","LOC105257413"
NA,"NOS3","ENSMUSG00000029363","FBgn0032244","ENSPANG00000006776","ENSRNOG00000052555","ENSDARG00000101114","AGAP002318","AAEL003599",NA
"mitochondrial potassium channel ATP-binding subunit isoform a, mitochondrial potassium channel ATP-binding subunit isoform d, mitochondrial potassium channel ATP-binding subunit isoform b","ABCB8","ENSMUSG00000061578","FBgn0015402","ENSPANG00000022335","ENSRNOG00000033045","ENSDARG00000075366","AGAP002317","AAEL012094","LOC105250052"
NA,"ASIC3","ENSMUSG00000029361","FBgn0011676","ENSPANG00000019899","ENSRNOG00000010386","ENSDARG00000088420","AGAP002318","AAEL001505",NA
NA,"ASIC3","ENSMUSG00000018076","FBgn0003415","ENSPANG00000011576","ENSRNOG00000053155","ENSDARG00000086555","AGAP004412","AAEL011989",NA
"cyclin-dependent-like kinase 5 isoform 1","CDK5","ENSMUSG00000029594","FBgn0036018","ENSPANG00000023058","ENSRNOG00000056281","ENSDARG00000090149","AGAP004461","AAEL007760","LOC105248046"
"anion exchange protein 2 isoform 1, anion exchange protein 2 isoform 2, anion exchange protein 2 isoform 3","SLC4A2","ENSMUSG00000032754","FBgn0033324","ENSPANG00000000668","ENSRNOG00000060366","ENSDARG00000087543","AGAP004820","AAEL013009","LOC105252642"
"arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3 isoform f","AGAP3","ENSMUSG00000032754","FBgn0033599","ENSPANG00000010074","ENSRNOG00000053155","ENSDARG00000097103","AGAP000549",NA,"LOC105250818"
NA,"IQCA1L","ENSMUSG00000029601","FBgn0033705","ENSPANG00000021001","ENSRNOG00000056281","ENSDARG00000089737","AGAP000681","AAEL011581",NA
NA,"AC021097.2","ENSMUSG00000029601","FBgn0037454","ENSPANG00000008858","ENSRNOG00000060366","ENSDARG00000087670",NA,"AAEL007687",NA
"ATP-binding cassette sub-family F member 2","ABCF2","ENSMUSG00000029599","FBgn0052344","ENSPANG00000011482","ENSRNOG00000053155","ENSDARG00000090941",NA,"AAEL000839","LOC105251712"
NA,"CHPF2","ENSMUSG00000094282","FBgn0032768","ENSPANG00000015345","ENSRNOG00000056281","ENSDARG00000076930","AGAP001200","AAEL000822",NA
NA,"NUB1","ENSMUSG00000094282","FBgn0032769","ENSPANG00000023519","ENSRNOG00000060366","ENSDARG00000090591","AGAP005170","AAEL004176",NA
NA,"NUB1","ENSMUSG00000029603","FBgn0000524","ENSPANG00000012287","ENSRNOG00000053155","ENSDARG00000091446","AGAP001021","AAEL002837",NA
"GTP-binding protein Rheb","RHEB","ENSMUSG00000043733","FBgn0000382","ENSPANG00000003303","ENSRNOG00000056281","ENSDARG00000089823","AGAP003945","AAEL014203","LOC105252603"
NA,"GALNTL5","ENSMUSG00000029614","FBgn0039857","ENSPANG00000003303","ENSRNOG00000060366","ENSDARG00000091011","AGAP003461","AAEL003615",NA
NA,"GALNTL5","ENSMUSG00000042719","FBgn0243511","ENSPANG00000003303","ENSRNOG00000053155","ENSDARG00000087472","AGAP006244","AAEL001698",NA
"polypeptide N-acetylgalactosaminyltransferase 11 isoform 2, polypeptide N-acetylgalactosaminyltransferase 11 isoform 1, polypeptide N-acetylgalactosaminyltransferase 11 isoform 3, polypeptide N-acetylgalactosaminyltransferase 11 isoform 4, polypeptide N-acetylgalactosaminyltransferase 11 isoform 5, polypeptide N-acetylgalactosaminyltransferase 11 isoform X1","GALNT11","ENSMUSG00000029616","FBgn0004003","ENSPANG00000007127","ENSRNOG00000056281","ENSDARG00000089044","AGAP000440","AAEL005722","LOC105248096"
"actin-related protein 3B isoform 1","ACTR3B","ENSMUSG00000029455","FBgn0012036","ENSPANG00000015342","ENSRNOG00000060366","ENSDARG00000089684",NA,"AAEL011527","LOC105251096"
NA,"ACTR3C","ENSMUSG00000029458","FBgn0038686","ENSPANG00000019892","ENSRNOG00000053155","ENSDARG00000070285","AGAP006379","AAEL008341",NA
NA,"DPP6","ENSMUSG00000043036","FBgn0038452","ENSPANG00000007499","ENSRNOG00000056281","ENSDARG00000087236","AGAP006380","AAEL005354",NA
"sonic hedgehog protein isoform 1 preproprotein","SHH","ENSMUSG00000004455","FBgn0004103","ENSPANG00000012285","ENSRNOG00000060366","ENSDARG00000061547","AGAP012155","AAEL014183","LOC105254026"
"limb region 1 protein homolog isoform a","LMBR1","ENSMUSG00000004455","FBgn0003134","ENSPANG00000008713","ENSRNOG00000053155","ENSDARG00000105352","AGAP012156","AAEL000321","LOC105248154"
"nucleolar MIF4G domain-containing protein 1 isoform 2, nucleolar MIF4G domain-containing protein 1 isoform 1","NOM1","ENSMUSG00000004455","FBgn0003132","ENSPANG00000020844","ENSRNOG00000056281","ENSDARG00000101249","AGAP012038","AAEL009154","LOC105248198"
NA,"MNX1","ENSMUSG00000038582","FBgn0035228","ENSPANG00000013978","ENSRNOG00000060366","ENSDARG00000099920","AGAP009560","AAEL009154",NA
"ubiquitin-protein ligase E3C, ubiquitin-protein ligase E3C isoform X2, ubiquitin-protein ligase E3C isoform X1","UBE3C","ENSMUSG00000038582","FBgn0029949","ENSPANG00000018009","ENSRNOG00000053155","ENSDARG00000086614","AGAP005976","AAEL005656","LOC105249102"
"dnaJ homolog subfamily B member 6 isoform b, dnaJ homolog subfamily B member 6 isoform a, dnaJ homolog subfamily B member 6 isoform X1, dnaJ homolog subfamily B member 6 isoform X2","DNAJB6","ENSMUSG00000038569","FBgn0025807","ENSPANG00000012283","ENSRNOG00000056281","ENSDARG00000105353","AGAP008646","AAEL005733","LOC105256620"
"thymidylate synthase isoform 1","TYMS","ENSMUSG00000029462","FBgn0031310","ENSPANG00000010633","ENSRNOG00000060366","ENSDARG00000105382",NA,"AAEL003661","LOC105258262"
"trifunctional enzyme subunit alpha, mitochondrial precursor","HADHA","ENSMUSG00000029464","FBgn0037478","ENSPANG00000010633","ENSRNOG00000053155","ENSDARG00000105318","AGAP008111","AAEL011048","LOC105254374"
"trifunctional enzyme subunit beta, mitochondrial isoform 1 precursor, trifunctional enzyme subunit beta, mitochondrial isoform 2 precursor, trifunctional enzyme subunit beta, mitochondrial isoform 3, trifunctional enzyme subunit beta, mitochondrial isoform X1, trifunctional enzyme subunit beta, mitochondrial isoform X2, trifunctional enzyme subunit beta, mitochondrial isoform X3","HADHB","ENSMUSG00000029465","FBgn0038369","ENSPANG00000010633","ENSRNOG00000056281","ENSDARG00000105376","AGAP006328","AAEL008391","LOC105254269"
"ethanolaminephosphotransferase 1","SELENOI","ENSMUSG00000029465","FBgn0065032",NA,"ENSRNOG00000060366","ENSDARG00000105482","AGAP010386","AAEL010743","LOC105252553"
"ethanolaminephosphotransferase 1","SELENOI","ENSMUSG00000029466","FBgn0029879","ENSPANG00000014889","ENSRNOG00000053155","ENSDARG00000105355",NA,"AAEL008394","LOC105252553"
"dynein regulatory complex protein 1","DRC1","ENSMUSG00000029467","FBgn0263006","ENSPANG00000017479","ENSRNOG00000056281","ENSDARG00000105409","AGAP000028","AAEL005046","LOC105249801"
"otoferlin isoform e, otoferlin isoform a","OTOF","ENSMUSG00000029472","FBgn0041147","ENSPANG00000014633","ENSRNOG00000060366","ENSDARG00000101114","AGAP003519","AAEL010089","LOC105257499"
"potassium channel subfamily K member 3","KCNK3","ENSMUSG00000029475","FBgn0037659","ENSPANG00000019528","ENSRNOG00000053155","ENSDARG00000075366","AGAP008164","AAEL003330","LOC105257049"
"potassium channel subfamily K member 3","KCNK3","ENSMUSG00000029477","FBgn0034281","ENSPANG00000006549","ENSRNOG00000056281","ENSDARG00000088420","AGAP003077","AAEL008921","LOC105257049"
"solute carrier family 35 member F6 precursor","SLC35F6","ENSMUSG00000054434","FBgn0040384","ENSPANG00000021348","ENSRNOG00000060366","ENSDARG00000086555","AGAP003077","AAEL000245","LOC105252628"
"transmembrane protein 214 isoform 1","TMEM214","ENSMUSG00000038384","FBgn0030486","ENSPANG00000021348","ENSRNOG00000053155","ENSDARG00000090149","AGAP006520","AAEL004307","LOC105249494"
"ketohexokinase isoform a, ketohexokinase isoform X8","KHK","ENSMUSG00000029440","FBgn0038166","ENSPANG00000026214","ENSRNOG00000056281","ENSDARG00000087543",NA,"AAEL000128","LOC105251485"
"ketohexokinase isoform a, ketohexokinase isoform X8","KHK","ENSMUSG00000029445","FBgn0036992","ENSPANG00000020398","ENSRNOG00000060366","ENSDARG00000097103",NA,"AAEL010521","LOC105251485"
"prolactin regulatory element-binding protein isoform 1","PREB","ENSMUSG00000038342","FBgn0032940","ENSPANG00000017271","ENSRNOG00000053155","ENSDARG00000089737","AGAP000313","AAEL015572","LOC105253168"
"CAD protein isoform 1","CAD","ENSMUSG00000029434","FBgn0000257","ENSPANG00000001373","ENSRNOG00000056281","ENSDARG00000087670","AGAP008475","AAEL002471","LOC105257739"
"protein Mpv17, protein Mpv17 isoform X1","MPV17","ENSMUSG00000029414","FBgn0003268",NA,"ENSRNOG00000060366","ENSDARG00000090941","AGAP009324",NA,"LOC105254752"
"translation initiation factor eIF-2B subunit delta isoform 2, translation initiation factor eIF-2B subunit delta isoform 4, translation initiation factor eIF-2B subunit delta isoform 5, translation initiation factor eIF-2B subunit delta isoform 6, translation initiation factor eIF-2B subunit delta isoform 3, translation initiation factor eIF-2B subunit delta isoform 1, translation initiation factor eIF-2B subunit delta isoform X1","EIF2B4","ENSMUSG00000023106","FBgn0030802","ENSPANG00000006548","ENSRNOG00000053155","ENSDARG00000076930","AGAP009324","AAEL000475","LOC105255849"
"sorting nexin-17 isoform 1","SNX17","ENSMUSG00000000915","FBgn0036309","ENSPANG00000003571","ENSRNOG00000056281","ENSDARG00000090591","AGAP001256","AAEL005047","LOC105253053"
"nuclear receptor-binding protein isoform 1, nuclear receptor-binding protein isoform 2, nuclear receptor-binding protein isoform 3, nuclear receptor-binding protein isoform 4","NRBP1","ENSMUSG00000066278","FBgn0037299","ENSPANG00000017876","ENSRNOG00000060366","ENSDARG00000091446","AGAP010586","AAEL005103","LOC105250970"
"intraflagellar transport protein 172 homolog, intraflagellar transport protein 172 homolog isoform X2, intraflagellar transport protein 172 homolog isoform X1, intraflagellar transport protein 172 homolog isoform X3, intraflagellar transport protein 172 homolog isoform X4","IFT172","ENSMUSG00000029404","FBgn0039149","ENSPANG00000000340","ENSRNOG00000053155","ENSDARG00000089823","AGAP000552","AAEL005158","LOC105250311"
"GPN-loop GTPase 1 isoform a","GPN1","ENSMUSG00000029406","FBgn0003218","ENSPANG00000000340","ENSRNOG00000056281","ENSDARG00000091011","AGAP008668","AAEL006529","LOC105253471"
"kanadaptin","SLC4A1AP","ENSMUSG00000038095","FBgn0265630","ENSPANG00000000341","ENSRNOG00000060366","ENSDARG00000087472","AGAP004359","AAEL000780","LOC105253285"
"39S ribosomal protein L33, mitochondrial isoform a","MRPL33","ENSMUSG00000029392","FBgn0024985","ENSPANG00000021345","ENSRNOG00000053155","ENSDARG00000089044","AGAP010851","AAEL002822","LOC109610038"
"ribokinase isoform 1","RBKS","ENSMUSG00000029390","FBgn0029709","ENSPANG00000004871","ENSRNOG00000056281","ENSDARG00000089684","AGAP006472","AAEL008140","LOC105253051"
"serine/threonine-protein phosphatase PP1-beta catalytic subunit isoform 1","PPP1CB","ENSMUSG00000029389","FBgn0037561","ENSPANG00000007477","ENSRNOG00000060366","ENSDARG00000070285","AGAP004484","AAEL014155","LOC105250191, LOC105251553"
NA,NA,"ENSMUSG00000029388","FBgn0039726","ENSPANG00000005962","ENSRNOG00000053155","ENSDARG00000087236","AGAP000145",NA,NA
NA,"Z82190.2","ENSMUSG00000029387","FBgn0031309","ENSPANG00000023012","ENSRNOG00000056281","ENSDARG00000061547","AGAP000143","AAEL004431",NA
"GATOR complex protein DEPDC5 isoform 6, GATOR complex protein DEPDC5 isoform 1, GATOR complex protein DEPDC5 isoform X9, GATOR complex protein DEPDC5 isoform X10","DEPDC5","ENSMUSG00000038011","FBgn0013813","ENSPANG00000016199","ENSRNOG00000060366","ENSDARG00000105352",NA,"AAEL005175","LOC105251834"
"C-terminal-binding protein 1 isoform 2, C-terminal-binding protein 1 isoform 1, C-terminal-binding protein 1 isoform 3, C-terminal-binding protein 1 isoform 4, C-terminal-binding protein 1 isoform X2, C-terminal-binding protein 1 isoform X3","CTBP1","ENSMUSG00000008348","FBgn0029856","ENSPANG00000009152","ENSRNOG00000053155","ENSDARG00000101249",NA,"AAEL012621","LOC105251200"
"E3 ubiquitin-protein transferase MAEA isoform 1, E3 ubiquitin-protein transferase MAEA isoform 5","MAEA","ENSMUSG00000029480","FBgn0001330","ENSPANG00000005961","ENSRNOG00000056281","ENSDARG00000099920","AGAP000306","AAEL013008","LOC105255814"
"E3 ubiquitin-protein ligase TM129 isoform a","TMEM129","ENSMUSG00000070498","FBgn0262730","ENSPANG00000012826","ENSRNOG00000060366","ENSDARG00000086614","AGAP001810","AAEL003132","LOC105250023"
"histone-lysine N-methyltransferase NSD2 isoform X2","NSD2","ENSMUSG00000034324","FBgn0262730","ENSPANG00000015340","ENSRNOG00000053155","ENSDARG00000105353","AGAP000997","AAEL009602","LOC105253793"
NA,"ZFYVE28","ENSMUSG00000034310","FBgn0262730","ENSPANG00000008917","ENSRNOG00000056281","ENSDARG00000105382","AGAP010234","AAEL015336",NA
"alpha-adducin isoform a, alpha-adducin isoform e, alpha-adducin isoform f, alpha-adducin isoform c, alpha-adducin isoform g, alpha-adducin isoform h, alpha-adducin isoform b, alpha-adducin isoform d, alpha-adducin isoform X1, alpha-adducin isoform X2, alpha-adducin isoform X3, alpha-adducin isoform X4, alpha-adducin isoform X6, alpha-adducin isoform X5","ADD1","ENSMUSG00000029423","FBgn0250816","ENSPANG00000004517","ENSRNOG00000060366","ENSDARG00000105318","AGAP000324","AAEL000793","LOC105250025"
"major facilitator superfamily domain-containing protein 10 isoform a, major facilitator superfamily domain-containing protein 10 isoform X2","MFSD10","ENSMUSG00000029430","FBgn0020255","ENSPANG00000021906","ENSRNOG00000053155","ENSDARG00000105376","AGAP010499","AAEL009239","LOC105254528"
NA,"NOP14","ENSMUSG00000029439","FBgn0003638","ENSPANG00000021906","ENSRNOG00000056281","ENSDARG00000105482","AGAP003700","AAEL002476",NA
"alpha-2-macroglobulin receptor-associated protein precursor","LRPAP1","ENSMUSG00000029432","FBgn0030724","ENSPANG00000008916","ENSRNOG00000060366","ENSDARG00000105355","AGAP007172","AAEL005531","LOC105259487"
"peroxisomal acyl-coenzyme A oxidase 3 isoform a, peroxisomal acyl-coenzyme A oxidase 3 isoform c, peroxisomal acyl-coenzyme A oxidase 3 isoform e, peroxisomal acyl-coenzyme A oxidase 3 isoform X1","ACOX3","ENSMUSG00000029446","FBgn0023129","ENSPANG00000007125","ENSRNOG00000053155","ENSDARG00000105409",NA,"AAEL005699","LOC105256662, LOC105259108"
"peroxisomal acyl-coenzyme A oxidase 3 isoform a, peroxisomal acyl-coenzyme A oxidase 3 isoform c, peroxisomal acyl-coenzyme A oxidase 3 isoform e, peroxisomal acyl-coenzyme A oxidase 3 isoform X1","ACOX3","ENSMUSG00000025537","FBgn0011754","ENSPANG00000007125","ENSRNOG00000056281","ENSDARG00000101114",NA,"AAEL006885","LOC105256662, LOC105259108"
"grpE protein homolog 1, mitochondrial precursor","GRPEL1","ENSMUSG00000070493","FBgn0260747","ENSPANG00000024145","ENSRNOG00000060366","ENSDARG00000075366","AGAP007172","AAEL012818","LOC105253441"
"transcriptional adapter 2-beta","TADA2B","ENSMUSG00000066735","FBgn0053544","ENSPANG00000022548","ENSRNOG00000053155","ENSDARG00000088420",NA,"AAEL011353","LOC105250908"
"biogenesis of lysosome-related organelles complex 1 subunit 4","BLOC1S4","ENSMUSG00000025534","FBgn0034417","ENSPANG00000018784","ENSRNOG00000056281","ENSDARG00000086555","AGAP003030",NA,"LOC105257501"
