"mouse_ID","drosophila_ID","orthotype_mouse_drosophila","omagroup_mouse_drosophila"
"ENSMUSG00000107482","FBgn0039697","n:1",NA
"ENSMUSG00000013367","FBgn0031837","n:m",NA
"ENSMUSG00000013367","FBgn0000071","n:m",NA
"ENSMUSG00000013367","FBgn0039617","n:m",NA
"ENSMUSG00000056592","FBgn0022720","n:1",714572
"ENSMUSG00000038888","FBgn0033375","1:1",808125
"ENSMUSG00000038695","FBgn0029853","n:1",681355
"ENSMUSG00000008140","FBgn0052441","1:1",857495
"ENSMUSG00000038644","FBgn0263600","1:1",761185
"ENSMUSG00000109511","FBgn0034118","1:1",547543
"ENSMUSG00000002963","FBgn0037578","1:1",774477
"ENSMUSG00000038502","FBgn0039170","1:1",744935
"ENSMUSG00000002968","FBgn0038760","1:1",549174
"ENSMUSG00000011658","FBgn0001084","1:1",804523
"ENSMUSG00000060279","FBgn0264855","n:1",515687
"ENSMUSG00000109324","FBgn0037834","n:1",NA
"ENSMUSG00000003421","FBgn0030915","1:1",766645
"ENSMUSG00000003429","FBgn0033699","1:1",861092
"ENSMUSG00000074129","FBgn0037351","n:1",NA
"ENSMUSG00000070570","FBgn0031424","n:1",NA
"ENSMUSG00000003872","FBgn0039269","n:1",NA
"ENSMUSG00000063511","FBgn0016978","1:1",547669
"ENSMUSG00000003868","FBgn0040075","1:1",862825
"ENSMUSG00000003865","FBgn0266064","n:1",860573
"ENSMUSG00000011382","FBgn0031418","1:1",737318
"ENSMUSG00000003273","FBgn0029962","n:m",NA
"ENSMUSG00000003273","FBgn0052698","n:m",638892
"ENSMUSG00000059070","FBgn0035753","1:1",864827
"ENSMUSG00000003269","FBgn0086779","n:1",813434
"ENSMUSG00000058743","FBgn0265042","n:m",NA
"ENSMUSG00000058743","FBgn0039081","n:m",NA
"ENSMUSG00000053801","FBgn0022288","1:1",640934
"ENSMUSG00000002778","FBgn0267330","n:1",NA
"ENSMUSG00000030835","FBgn0033482","1:1",671240
"ENSMUSG00000058975","FBgn0003386","n:1",NA
"ENSMUSG00000030839","FBgn0031344","1:1",547637
"ENSMUSG00000040046","FBgn0035187","1:1",816687
"ENSMUSG00000006599","FBgn0033929","1:1",846134
"ENSMUSG00000063229","FBgn0001258","n:1",847392
"ENSMUSG00000014402","FBgn0036666","1:1",547345
"ENSMUSG00000084234","FBgn0039358","n:1",NA
"ENSMUSG00000030500","FBgn0031424","n:1",547524
"ENSMUSG00000074093","FBgn0052039","1:1",831265
"ENSMUSG00000030447","FBgn0038320","n:1",NA
"ENSMUSG00000030452","FBgn0032451","n:1",NA
"ENSMUSG00000030451","FBgn0031107","1:1",844631
"ENSMUSG00000033676","FBgn0010240","n:1",637247
"ENSMUSG00000025324","FBgn0032120","n:1",523659
"ENSMUSG00000025326","FBgn0061469","1:1",829577
"ENSMUSG00000102252","FBgn0262601","n:1",NA
"ENSMUSG00000056972","FBgn0031617","1:1",NA
"ENSMUSG00000030525","FBgn0032151","1:m",NA
"ENSMUSG00000030525","FBgn0086778","1:m",NA
"ENSMUSG00000030523","FBgn0265194","n:1",NA
"ENSMUSG00000030522","FBgn0030582","1:1",NA
"ENSMUSG00000030521","FBgn0032051","1:1",547388
"ENSMUSG00000070520","FBgn0037481","n:1",658921
"ENSMUSG00000030516","FBgn0262614","n:1",NA
"ENSMUSG00000030512","FBgn0033210","1:1",547080
"ENSMUSG00000032640","FBgn0030662","n:1",NA
"ENSMUSG00000015134","FBgn0051075","n:1",NA
"ENSMUSG00000030557","FBgn0011656","n:1",NA
"ENSMUSG00000030553","FBgn0047178","n:1",NA
"ENSMUSG00000030551","FBgn0003651","n:1",730608
"ENSMUSG00000032776","FBgn0034389","n:1",NA
"ENSMUSG00000078671","FBgn0250786","n:1",NA
"ENSMUSG00000030612","FBgn0035272","1:1",796277
"ENSMUSG00000030610","FBgn0000018","1:1",547390
"ENSMUSG00000039202","FBgn0014906","1:1",792029
"ENSMUSG00000039187","FBgn0033354","1:1",814567
"ENSMUSG00000039176","FBgn0004406","1:1",829273
"ENSMUSG00000050382","FBgn0000352","n:1",NA
"ENSMUSG00000030545","FBgn0034058","n:1",NA
"ENSMUSG00000039062","FBgn0039640","1:1",NA
"ENSMUSG00000063801","FBgn0003008","n:1",839323
"ENSMUSG00000030539","FBgn0011259","1:1",NA
"ENSMUSG00000050973","FBgn0035999","1:1",859586
"ENSMUSG00000038943","FBgn0030241","1:m",NA
"ENSMUSG00000038943","FBgn0030242","1:m",NA
"ENSMUSG00000030533","FBgn0010812","n:1",NA
"ENSMUSG00000030532","FBgn0039650","1:1",679068
"ENSMUSG00000038886","FBgn0011740","n:1",NA
"ENSMUSG00000030530","FBgn0004509","1:1",NA
"ENSMUSG00000025726","FBgn0025709","1:m",849618
"ENSMUSG00000025726","FBgn0033371","1:m",NA
"ENSMUSG00000061787","FBgn0005533","1:1",862161
"ENSMUSG00000062444","FBgn0003210","n:1",515689
"ENSMUSG00000025813","FBgn0025777","1:1",833336
"ENSMUSG00000025102","FBgn0035415","1:1",NA
"ENSMUSG00000030638","FBgn0038659","n:1",NA
"ENSMUSG00000038570","FBgn0038598","1:1",548824
"ENSMUSG00000038563","FBgn0053158","1:1",863715
"ENSMUSG00000011154","FBgn0085486","1:m",739607
"ENSMUSG00000011154","FBgn0038892","1:m",NA
"ENSMUSG00000038503","FBgn0004132","1:1",757610
"ENSMUSG00000038459","FBgn0053096","n:1",NA
"ENSMUSG00000015709","FBgn0004666","1:1",730532
"ENSMUSG00000030630","FBgn0016013","1:1",859968
"ENSMUSG00000039428","FBgn0037592","1:m",650602
"ENSMUSG00000039428","FBgn0051454","1:m",NA
"ENSMUSG00000039428","FBgn0051259","1:m",NA
"ENSMUSG00000030621","FBgn0002719","n:1",813607
"ENSMUSG00000062797","FBgn0035243","1:1",852380
"ENSMUSG00000030619","FBgn0032391","1:1",796299
"ENSMUSG00000041328","FBgn0264962","1:1",NA
"ENSMUSG00000030643","FBgn0031882","1:1",522113
"ENSMUSG00000061119","FBgn0032864","1:1",516034
"ENSMUSG00000048078","FBgn0004449","n:m",NA
"ENSMUSG00000048078","FBgn0267001","n:m",NA
"ENSMUSG00000018995","FBgn0034177","1:1",826484
"ENSMUSG00000035713","FBgn0033738","n:1",NA
"ENSMUSG00000035704","FBgn0029906","1:1",811979
"ENSMUSG00000025133","FBgn0026679","1:1",817231
"ENSMUSG00000030774","FBgn0267698","1:1",NA
"ENSMUSG00000030761","FBgn0000317","1:1",530370
"ENSMUSG00000030747","FBgn0033214","n:m",NA
"ENSMUSG00000030747","FBgn0033215","n:m",NA
"ENSMUSG00000030747","FBgn0033216","n:m",NA
"ENSMUSG00000052396","FBgn0033214","n:m",NA
"ENSMUSG00000052396","FBgn0033215","n:m",NA
"ENSMUSG00000052396","FBgn0033216","n:m",NA
"ENSMUSG00000030744","FBgn0002622","1:1",860713
"ENSMUSG00000018909","FBgn0040206","n:1",818437
"ENSMUSG00000030737","FBgn0036732","1:1",NA
"ENSMUSG00000035227","FBgn0030306","1:1",842368
"ENSMUSG00000030725","FBgn0037251","1:1",849538
"ENSMUSG00000030729","FBgn0033377","n:1",815751
"ENSMUSG00000030718","FBgn0035951","1:1",547090
"ENSMUSG00000032942","FBgn0031757","n:1",498027
"ENSMUSG00000033685","FBgn0031757","n:1",NA
"ENSMUSG00000030704","FBgn0015797","1:1",522098
"ENSMUSG00000030691","FBgn0263456","1:1",547776
"ENSMUSG00000030842","FBgn0036932","1:1",824601
"ENSMUSG00000066306","FBgn0259246","1:1",NA
"ENSMUSG00000070426","FBgn0030873","1:1",738196
"ENSMUSG00000063550","FBgn0039120","1:1",548920
"ENSMUSG00000030990","FBgn0031284","1:1",714255
"ENSMUSG00000073982","FBgn0039532","1:1",522114
"ENSMUSG00000030987","FBgn0045073","1:1",NA
"ENSMUSG00000030978","FBgn0011703","1:1",741909
"ENSMUSG00000037049","FBgn0034997","1:1",679170
"ENSMUSG00000030881","FBgn0037884","n:1",498973
"ENSMUSG00000089847","FBgn0027358","n:1",NA
"ENSMUSG00000110234","FBgn0027358","n:1",758845
"ENSMUSG00000030890","FBgn0028427","1:1",548017
"ENSMUSG00000036862","FBgn0000497","1:1",551282
"ENSMUSG00000030879","FBgn0035122","1:1",853125
"ENSMUSG00000036528","FBgn0036376","1:1",751466
"ENSMUSG00000031029","FBgn0037270","1:1",817132
"ENSMUSG00000036111","FBgn0013751","1:1",NA
"ENSMUSG00000031026","FBgn0023097","n:1",NA
"ENSMUSG00000046364","FBgn0261606","1:1",860639
"ENSMUSG00000031021","FBgn0037313","1:1",NA
"ENSMUSG00000035901","FBgn0035229","n:1",823843
"ENSMUSG00000047554","FBgn0030850","1:1",683794
"ENSMUSG00000066232","FBgn0026252","n:1",864137
"ENSMUSG00000031016","FBgn0011737","1:1",547810
"ENSMUSG00000038371","FBgn0025802","n:1",842549
"ENSMUSG00000005609","FBgn0035205","1:1",547026
"ENSMUSG00000059263","FBgn0016756","1:1",NA
"ENSMUSG00000030770","FBgn0052528","n:1",830095
"ENSMUSG00000055320","FBgn0003345","1:1",NA
"ENSMUSG00000038187","FBgn0035107","1:1",NA
"ENSMUSG00000038156","FBgn0033710","1:1",548603
"ENSMUSG00000055723","FBgn0003206","1:1",522093
"ENSMUSG00000030754","FBgn0008635","1:1",865586
"ENSMUSG00000030751","FBgn0250843","1:m",489593
"ENSMUSG00000030751","FBgn0032492","1:m",NA
"ENSMUSG00000091900","FBgn0030943","n:1",NA
"ENSMUSG00000090862","FBgn0010265","1:1",838849
"ENSMUSG00000030660","FBgn0015278","n:1",NA
"ENSMUSG00000030657","FBgn0015360","n:1",841917
"ENSMUSG00000008683","FBgn0033555","1:m",NA
"ENSMUSG00000008683","FBgn0010198","1:m",866319
"ENSMUSG00000030654","FBgn0038453","1:1",644117
"ENSMUSG00000030655","FBgn0263968","1:1",769027
"ENSMUSG00000030652","FBgn0029502","1:1",805894
"ENSMUSG00000033917","FBgn0038432","1:1",NA
"ENSMUSG00000030982","FBgn0037622","1:1",858950
"ENSMUSG00000066197","FBgn0033579","1:1",NA
"ENSMUSG00000030942","FBgn0035532","1:1",NA
"ENSMUSG00000030929","FBgn0265192","1:1",789608
"ENSMUSG00000052273","FBgn0035581","1:1",529437
"ENSMUSG00000030909","FBgn0033785","n:1",NA
"ENSMUSG00000030905","FBgn0030799","1:1",823411
"ENSMUSG00000054746","FBgn0036747","n:m",NA
"ENSMUSG00000054746","FBgn0031170","n:m",NA
"ENSMUSG00000030884","FBgn0250814","1:1",761734
"ENSMUSG00000030876","FBgn0034925","1:1",731551
"ENSMUSG00000046321","FBgn0031005","n:1",NA
"ENSMUSG00000034951","FBgn0051040","1:1",749792
"ENSMUSG00000030872","FBgn0030141","n:1",NA
"ENSMUSG00000030871","FBgn0036629","1:1",816979
"ENSMUSG00000030868","FBgn0040228","1:1",836048
"ENSMUSG00000030867","FBgn0003124","1:1",547549
"ENSMUSG00000030866","FBgn0261984","n:1",NA
"ENSMUSG00000052889","FBgn0003091","n:1",NA
"ENSMUSG00000052707","FBgn0051992","n:1",NA
"ENSMUSG00000030766","FBgn0038747","1:1",NA
"ENSMUSG00000030763","FBgn0028507","1:1",793338
"ENSMUSG00000030762","FBgn0034883","1:1",NA
"ENSMUSG00000030750","FBgn0031848","1:1",NA
"ENSMUSG00000032777","FBgn0032517","1:1",852395
"ENSMUSG00000000131","FBgn0266572","1:1",813996
"ENSMUSG00000030741","FBgn0086676","1:1",NA
"ENSMUSG00000030727","FBgn0034585","1:1",549318
"ENSMUSG00000030730","FBgn0263006","n:1",NA
"ENSMUSG00000073838","FBgn0024556","1:1",863708
"ENSMUSG00000030738","FBgn0034258","1:1",753697
"ENSMUSG00000030720","FBgn0036756","1:1",699455
"ENSMUSG00000030714","FBgn0050390","1:1",800123
"ENSMUSG00000059772","FBgn0037263","1:1",762559
"ENSMUSG00000047721","FBgn0061360","1:1",741775
"ENSMUSG00000030707","FBgn0265935","n:1",NA
"ENSMUSG00000063065","FBgn0003256","n:1",NA
"ENSMUSG00000030697","FBgn0023177","1:1",547068
"ENSMUSG00000030695","FBgn0000064","n:1",729631
"ENSMUSG00000052301","FBgn0030230","n:1",745750
"ENSMUSG00000030682","FBgn0030670","1:1",797891
"ENSMUSG00000042502","FBgn0032250","1:1",856686
"ENSMUSG00000054716","FBgn0264744","n:m",557684
"ENSMUSG00000054716","FBgn0031610","n:m",NA
"ENSMUSG00000049091","FBgn0261270","n:1",829594
"ENSMUSG00000054381","FBgn0036294","n:1",NA
"ENSMUSG00000030815","FBgn0011754","n:1",NA
"ENSMUSG00000030816","FBgn0086694","n:1",547845
"ENSMUSG00000045639","FBgn0037918","1:1",NA
"ENSMUSG00000030806","FBgn0013343","n:1",NA
"ENSMUSG00000044139","FBgn0050091","1:1",552889
"ENSMUSG00000030804","FBgn0053544","n:1",NA
"ENSMUSG00000096145","FBgn0053544","n:1",529671
"ENSMUSG00000030801","FBgn0039585","1:1",NA
"ENSMUSG00000030795","FBgn0011571","1:1",NA
"ENSMUSG00000030785","FBgn0050093","1:1",843187
"ENSMUSG00000030780","FBgn0032700","1:1",NA
"ENSMUSG00000042105","FBgn0038890","1:1",855868
"ENSMUSG00000048170","FBgn0031875","1:1",772926
"ENSMUSG00000070366","FBgn0037341","1:1",NA
"ENSMUSG00000030850","FBgn0025720","1:1",658846
"ENSMUSG00000040167","FBgn0260243","1:1",NA
"ENSMUSG00000030861","FBgn0036824","1:1",832460
"ENSMUSG00000066979","FBgn0025457","1:1",845344
"ENSMUSG00000030934","FBgn0022774","1:1",831436
"ENSMUSG00000030960","FBgn0031485","1:1",778402
"ENSMUSG00000030967","FBgn0037734","1:1",851580
"ENSMUSG00000030970","FBgn0020496","n:1",863586
"ENSMUSG00000039990","FBgn0035923","1:1",803745
"ENSMUSG00000030979","FBgn0038361","1:m",NA
"ENSMUSG00000030979","FBgn0030066","1:m",738789
"ENSMUSG00000030983","FBgn0038183","1:1",498627
"ENSMUSG00000053111","FBgn0037229","1:1",549520
"ENSMUSG00000054555","FBgn0265140","n:1",NA
"ENSMUSG00000058325","FBgn0015513","n:1",NA
"ENSMUSG00000031004","FBgn0087007","1:1",NA
"ENSMUSG00000010476","FBgn0001319","n:1",NA
"ENSMUSG00000031068","FBgn0032509","1:1",NA
"ENSMUSG00000041769","FBgn0004889","n:1",NA
"ENSMUSG00000015981","FBgn0052944","n:1",NA
"ENSMUSG00000025477","FBgn0259178","1:1",531011
"ENSMUSG00000025474","FBgn0026430","1:1",834252
"ENSMUSG00000025465","FBgn0033879","1:1",546865
"ENSMUSG00000025464","FBgn0037606","1:1",NA
"ENSMUSG00000039018","FBgn0039020","1:1",841932
"ENSMUSG00000025481","FBgn0050016","1:1",815889
"ENSMUSG00000025485","FBgn0028292","n:1",NA
"ENSMUSG00000025487","FBgn0028691","1:1",865189
"ENSMUSG00000062031","FBgn0032387","1:1",NA
"ENSMUSG00000025499","FBgn0003205","n:1",NA
"ENSMUSG00000058886","FBgn0013799","1:1",847276
"ENSMUSG00000025504","FBgn0029095","n:m",NA
"ENSMUSG00000025504","FBgn0038466","n:m",855177
"ENSMUSG00000025503","FBgn0023477","1:1",858760
"ENSMUSG00000019082","FBgn0260743","1:1",NA
"ENSMUSG00000025508","FBgn0003274","1:1",852399
"ENSMUSG00000038489","FBgn0039218","1:1",851551
"ENSMUSG00000025512","FBgn0031996","1:1",688180
"ENSMUSG00000002957","FBgn0264855","n:1",NA
"ENSMUSG00000053046","FBgn0036544","1:1",548987
"ENSMUSG00000109859","FBgn0031859","n:1",NA
"ENSMUSG00000110061","FBgn0027929","1:1",NA
"ENSMUSG00000054759","FBgn0032285","n:1",NA
"ENSMUSG00000073785","FBgn0031859","n:1",NA
"ENSMUSG00000090455","FBgn0046873","n:1",NA
"ENSMUSG00000066100","FBgn0031859","n:1",NA
"ENSMUSG00000007891","FBgn0029093","1:1",698879
"ENSMUSG00000031097","FBgn0004028","n:1",NA
"ENSMUSG00000037772","FBgn0035335","1:1",496675
"ENSMUSG00000000214","FBgn0005626","1:1",816688
"ENSMUSG00000059119","FBgn0015268","n:1",NA
"ENSMUSG00000010755","FBgn0027091","1:1",838647
"ENSMUSG00000037606","FBgn0261550","n:1",NA
"ENSMUSG00000031090","FBgn0030512","1:1",854242
"ENSMUSG00000031078","FBgn0025865","1:1",549357
"ENSMUSG00000037519","FBgn0046704","n:1",NA
"ENSMUSG00000069633","FBgn0053474","1:m",NA
"ENSMUSG00000069633","FBgn0039068","1:m",846198
"ENSMUSG00000004567","FBgn0262516","n:m",NA
"ENSMUSG00000004567","FBgn0261361","n:m",829537
"ENSMUSG00000019470","FBgn0033859","1:1",547189
"ENSMUSG00000087687","FBgn0034248","1:1",814237
"ENSMUSG00000040236","FBgn0266723","1:1",782569
"ENSMUSG00000005540","FBgn0031910","1:1",NA
"ENSMUSG00000065987","FBgn0040102","1:1",NA
"ENSMUSG00000040165","FBgn0262357","1:1",NA
"ENSMUSG00000011832","FBgn0262740","1:1",NA
"ENSMUSG00000002948","FBgn0010303","1:1",548541
"ENSMUSG00000002949","FBgn0038683","1:1",860368
"ENSMUSG00000040028","FBgn0010263","n:m",NA
"ENSMUSG00000040028","FBgn0086675","n:m",NA
"ENSMUSG00000022322","FBgn0032848","1:1",856680
"ENSMUSG00000023073","FBgn0030756","n:1",NA
"ENSMUSG00000040459","FBgn0051712","1:1",547912
"ENSMUSG00000049717","FBgn0030506","1:1",733640
"ENSMUSG00000040396","FBgn0025109","1:1",547119
"ENSMUSG00000031502","FBgn0000299","n:1",NA
"ENSMUSG00000031505","FBgn0036848","1:1",732274
"ENSMUSG00000056228","FBgn0033900","1:1",NA
"ENSMUSG00000045969","FBgn0038546","1:1",548486
"ENSMUSG00000000759","FBgn0001612","1:1",NA
"ENSMUSG00000031441","FBgn0030746","n:m",NA
"ENSMUSG00000031441","FBgn0030747","n:m",NA
"ENSMUSG00000038542","FBgn0036184","1:1",809170
"ENSMUSG00000031446","FBgn0033260","n:1",NA
"ENSMUSG00000038515","FBgn0038401","1:1",547673
"ENSMUSG00000038506","FBgn0036510","n:1",NA
"ENSMUSG00000031453","FBgn0004390","n:1",497662
"ENSMUSG00000038416","FBgn0025781","1:1",547318
"ENSMUSG00000038365","FBgn0036196","n:1",838961
"ENSMUSG00000039842","FBgn0260959","1:1",549220
"ENSMUSG00000006567","FBgn0030343","n:1",NA
"ENSMUSG00000063362","FBgn0037108","1:1",765745
"ENSMUSG00000031479","FBgn0086785","1:1",854871
"ENSMUSG00000031482","FBgn0030218","n:1",498001
"ENSMUSG00000037656","FBgn0260795","n:1",NA
"ENSMUSG00000008892","FBgn0004363","n:1",NA
"ENSMUSG00000031539","FBgn0000330","n:1",531855
"ENSMUSG00000031545","FBgn0034971","n:1",NA
"ENSMUSG00000031546","FBgn0039403","1:1",856522
"ENSMUSG00000015341","FBgn0039427","n:1",516005
"ENSMUSG00000037492","FBgn0035134","1:1",NA
"ENSMUSG00000031556","FBgn0030522","1:1",824964
"ENSMUSG00000031565","FBgn0005592","1:1",548761
"ENSMUSG00000054823","FBgn0039559","n:1",NA
"ENSMUSG00000037296","FBgn0261067","1:1",514884
"ENSMUSG00000031575","FBgn0000139","1:1",811792
"ENSMUSG00000037260","FBgn0029737","1:1",NA
"ENSMUSG00000015994","FBgn0031633","1:1",831279
"ENSMUSG00000037234","FBgn0001202","n:1",548018
"ENSMUSG00000085795","FBgn0004858","n:m",NA
"ENSMUSG00000085795","FBgn0005771","n:m",NA
"ENSMUSG00000031485","FBgn0039751","1:1",846084
"ENSMUSG00000031490","FBgn0261560","n:1",516347
"ENSMUSG00000063626","FBgn0034013","n:1",NA
"ENSMUSG00000031578","FBgn0030067","1:1",835567
"ENSMUSG00000046152","FBgn0032117","1:1",NA
"ENSMUSG00000009630","FBgn0004177","n:1",NA
"ENSMUSG00000031585","FBgn0015829","1:1",794678
"ENSMUSG00000031516","FBgn0086446","1:1",751770
"ENSMUSG00000063412","FBgn0011586","n:1",NA
"ENSMUSG00000031513","FBgn0050423","n:1",814166
"ENSMUSG00000031529","FBgn0027508","n:1",549099
"ENSMUSG00000109372","FBgn0004649","1:1",553099
"ENSMUSG00000039539","FBgn0025391","n:1",NA
"ENSMUSG00000039530","FBgn0032015","n:1",NA
"ENSMUSG00000039478","FBgn0038735","1:1",755430
"ENSMUSG00000039470","FBgn0033474","n:1",514616
"ENSMUSG00000031601","FBgn0036239","n:1",761415
"ENSMUSG00000039431","FBgn0028497","n:1",NA
"ENSMUSG00000031596","FBgn0036493","n:m",NA
"ENSMUSG00000031596","FBgn0036764","n:m",756807
"ENSMUSG00000031590","FBgn0036964","1:1",843460
"ENSMUSG00000070047","FBgn0261574","n:1",550452
"ENSMUSG00000079057","FBgn0015032","1:1",818961
"ENSMUSG00000031636","FBgn0035917","1:1",NA
"ENSMUSG00000038291","FBgn0029976","1:1",795180
"ENSMUSG00000018796","FBgn0036821","n:1",NA
"ENSMUSG00000031628","FBgn0019972","n:1",NA
"ENSMUSG00000031568","FBgn0032703","1:1",799737
"ENSMUSG00000031563","FBgn0262127","n:1",NA
"ENSMUSG00000031562","FBgn0036959","1:1",830403
"ENSMUSG00000031561","FBgn0004449","n:m",548525
"ENSMUSG00000031561","FBgn0267001","n:m",NA
"ENSMUSG00000031521","FBgn0033431","1:1",848393
"ENSMUSG00000054408","FBgn0039172","n:1",734834
"ENSMUSG00000031517","FBgn0037092","n:1",NA
"ENSMUSG00000031613","FBgn0011693","1:1",508621
"ENSMUSG00000031609","FBgn0030788","n:1",NA
"ENSMUSG00000031608","FBgn0030930","1:1",677232
"ENSMUSG00000096914","FBgn0035375","n:1",677260
"ENSMUSG00000038005","FBgn0037377","1:1",783486
"ENSMUSG00000004319","FBgn0036566","n:1",836436
"ENSMUSG00000031642","FBgn0040294","n:1",850531
"ENSMUSG00000053626","FBgn0003719","n:1",NA
"ENSMUSG00000031605","FBgn0001301","n:1",549859
"ENSMUSG00000025521","FBgn0038533","1:1",850314
"ENSMUSG00000025519","FBgn0036784","n:m",NA
"ENSMUSG00000025519","FBgn0037607","n:m",508336
"ENSMUSG00000036356","FBgn0033500","n:1",NA
"ENSMUSG00000031864","FBgn0035462","1:1",846402
"ENSMUSG00000036330","FBgn0260964","n:1",NA
"ENSMUSG00000006273","FBgn0005671","1:1",NA
"ENSMUSG00000060427","FBgn0029928","1:1",NA
"ENSMUSG00000031862","FBgn0027582","1:1",523649
"ENSMUSG00000036199","FBgn0029868","1:1",703702
"ENSMUSG00000031858","FBgn0038300","1:1",825383
"ENSMUSG00000036120","FBgn0032171","1:1",548524
"ENSMUSG00000071078","FBgn0085242","1:1",810507
"ENSMUSG00000002346","FBgn0067783","1:1",497993
"ENSMUSG00000002343","FBgn0034315","1:1",830288
"ENSMUSG00000057788","FBgn0010220","1:1",547012
"ENSMUSG00000055681","FBgn0027496","1:1",844318
"ENSMUSG00000058301","FBgn0030354","1:1",784422
"ENSMUSG00000031849","FBgn0031850","n:1",NA
"ENSMUSG00000090137","FBgn0003941","n:1",NA
"ENSMUSG00000019428","FBgn0034368","1:1",547921
"ENSMUSG00000019139","FBgn0025885","1:1",863157
"ENSMUSG00000056204","FBgn0047178","n:1",838696
"ENSMUSG00000031842","FBgn0000479","n:1",NA
"ENSMUSG00000035559","FBgn0052263","1:1",NA
"ENSMUSG00000002908","FBgn0029761","n:1",542289
"ENSMUSG00000007721","FBgn0038675","1:1",816730
"ENSMUSG00000045128","FBgn0010409","1:1",862609
"ENSMUSG00000002395","FBgn0035965","1:1",727262
"ENSMUSG00000074247","FBgn0051855","1:1",753835
"ENSMUSG00000007610","FBgn0039189","1:1",862947
"ENSMUSG00000031808","FBgn0021953","n:m",547404
"ENSMUSG00000031808","FBgn0265187","n:m",NA
"ENSMUSG00000031807","FBgn0030239","1:1",854118
"ENSMUSG00000034807","FBgn0051915","n:1",NA
"ENSMUSG00000031805","FBgn0004864","n:1",818558
"ENSMUSG00000031803","FBgn0000221","1:1",NA
"ENSMUSG00000031799","FBgn0004117","n:1",NA
"ENSMUSG00000074240","FBgn0034558","n:1",NA
"ENSMUSG00000003039","FBgn0031603","1:1",NA
"ENSMUSG00000003033","FBgn0024833","1:1",531853
"ENSMUSG00000006276","FBgn0035060","1:1",548555
"ENSMUSG00000052488","FBgn0261872","1:1",549067
"ENSMUSG00000019731","FBgn0031183","1:1",778640
"ENSMUSG00000031791","FBgn0030745","n:1",814892
"ENSMUSG00000042870","FBgn0035995","1:1",548757
"ENSMUSG00000005410","FBgn0017577","1:1",780751
"ENSMUSG00000110469","FBgn0001091","n:m",861382
"ENSMUSG00000110469","FBgn0001092","n:m",NA
"ENSMUSG00000031688","FBgn0000028","1:1",NA
"ENSMUSG00000031683","FBgn0034564","1:1",803788
"ENSMUSG00000031681","FBgn0011648","n:1",831957
"ENSMUSG00000058355","FBgn0086706","1:1",547049
"ENSMUSG00000036977","FBgn0034231","1:1",671557
"ENSMUSG00000031715","FBgn0011604","n:1",NA
"ENSMUSG00000038250","FBgn0033738","n:1",816231
"ENSMUSG00000037940","FBgn0259166","n:1",858193
"ENSMUSG00000031711","FBgn0026400","1:1",823624
"ENSMUSG00000031709","FBgn0037074","n:1",530259
"ENSMUSG00000035151","FBgn0037473","1:1",732755
"ENSMUSG00000002190","FBgn0015622","n:m",NA
"ENSMUSG00000002190","FBgn0264077","n:m",NA
"ENSMUSG00000033938","FBgn0030605","1:1",852934
"ENSMUSG00000031708","FBgn0035471","1:1",NA
"ENSMUSG00000005483","FBgn0031322","n:m",NA
"ENSMUSG00000005483","FBgn0263106","n:m",548774
"ENSMUSG00000019433","FBgn0010504","n:1",826906
"ENSMUSG00000057672","FBgn0020621","n:1",NA
"ENSMUSG00000019464","FBgn0036742","n:1",833972
"ENSMUSG00000005481","FBgn0014189","n:1",NA
"ENSMUSG00000005470","FBgn0029094","n:1",NA
"ENSMUSG00000005469","FBgn0000273","n:1",547846
"ENSMUSG00000036686","FBgn0261983","n:1",665563
"ENSMUSG00000004996","FBgn0039849","1:1",859677
"ENSMUSG00000004994","FBgn0034402","1:1",NA
"ENSMUSG00000034656","FBgn0263111","n:1",NA
"ENSMUSG00000001909","FBgn0032430","1:1",856078
"ENSMUSG00000033751","FBgn0037102","1:1",851306
"ENSMUSG00000003813","FBgn0026777","n:1",NA
"ENSMUSG00000003814","FBgn0005585","1:1",675258
"ENSMUSG00000003808","FBgn0030007","1:1",859624
"ENSMUSG00000003809","FBgn0031824","1:1",832456
